"Estimate","Std. Error","z-value","Pr(>|z|)","2.50%","97.50%","Predictor","Age","Model"
"0.169617117883475","0.119534565320355","1.41897966859124","0.155904943604749","-0.0646706301444205","0.403904865911371","DD_scaled",
