"age","Frequency","Lexical Diversity","Document Diversity","Pro-KWo"
"18",0.184306743001738,0.161851555641838,-0.00518539443010566,0.463177075860579
"21",0.130027179575699,0.120890511605823,-0.0503917719806364,0.537740412038631
"24",0.127895940290862,0.12847955683364,-0.0650646033244564,0.614511221311074
"27",0.144492325541105,0.15030097451865,-0.0364653092468595,0.625149370315478
"30",0.130901000658327,0.130864205550676,-0.0502619665960751,0.624535424639184
